LTHIX,LTHIY,LTHIZ,LKNEX,LKNEY,LKNEZ,LTIBX,LTIBY,LTIBZ,LANKX,LANKY,LANKZ,LHEEX,LHEEY,LHEEZ,LTOEX,LTOEY,LTOEZ,RTHIX,RTHIY,RTHIZ,RKNEX,RKNEY,RKNEZ,RTIBX,RTIBY,RTIBZ,RANKX,RANKY,RANKZ,RHEEX,RHEEY,RHEEZ,RTOEX,RTOEY,RTOEZ
-114.12462203354909,328.4769546598308,722.1485123196109,-146.94550743931734,381.55158016626837,565.0558454658114,-169.6847741715767,121.78997870584794,319.3386629389391,-126.94687893272199,31.66474200851325,121.09671186790007,-52.11317993328086,5.8184632776471865,43.95364251836939,-202.59476850091414,179.66350233659432,37.34678159596244,177.08178149239893,272.4520232363478,732.7896668284684,196.40579710896574,356.05080778278887,580.6423808247183,196.42367658575344,234.97809978954166,399.0851046000328,127.84033869596041,8.958226685571553,103.94962275276613,52.113191045379594,-5.767131568970271,50.26609904869031,157.4021757733053,193.36049097502865,40.687027960734795
