LFHDX,LFHDY,LFHDZ,RFHDX,RFHDY,RFHDZ,LBHDX,LBHDY,LBHDZ,RBHDX,RBHDY,RBHDZ
-75.29885690075946,421.29946280959234,676.9571115434311,43.774722077149704,419.1119110350641,672.5734755693853,-63.997377455700644,433.83573775426026,801.7176761939248,57.54497665154713,429.60377223993953,789.7525334162523
