C7X,C7Y,C7Z,T10X,T10Y,T10Z,CLAVX,CLAVY,CLAVZ,STRNX,STRNY,STRNZ,RBAKX,RBAKY,RBAKZ,T12X,T12Y,T12Z,S1X,S1Y,S1Z,LASIX,LASIY,LASIZ,RASIX,RASIY,RASIZ,LPSIX,LPSIY,LPSIZ,RPSIX,RPSIY,RPSIZ
14.353202974427745,301.0781474763451,895.0052886720548,-15.589822966163183,112.23240839730528,1078.736297534197,-29.014145117350097,261.9850648560012,775.8168320645609,-52.321625215076295,136.83735166153568,809.4053057734906,69.72954655364475,202.52797035748006,894.5110016075678,-22.930043569520365,74.41786636226539,1084.4839058701168,-49.02543470951929,-27.87049448193406,1055.885155241124,-156.12117742684555,47.75014098772985,907.9240290085476,50.20610498449159,15.567371155697359,875.4816710333253,-78.29373762314464,-24.368305981052885,1056.0305772523295,-17.622550673301077,-37.624983171080316,1048.3877255745858
