LSHOX,LSHOY,LSHOZ,LUPAX,LUPAY,LUPAZ,LELBX,LELBY,LELBZ,LFRMX,LFRMY,LFRMZ,LWRAX,LWRAY,LWRAZ,LWRBX,LWRBY,LWRBZ,LFINX,LFINY,LFINZ,RSHOX,RSHOY,RSHOZ,RUPAX,RUPAY,RUPAZ,RELBX,RELBY,RELBZ,RFRMX,RFRMY,RFRMZ,RWRAX,RWRAY,RWRAZ,RWRBX,RWRBY,RWRBZ,RFINX,RFINY,RFINZ
-52.912696510515104,318.7286610273593,887.855717112718,-112.04648356714779,245.66670181063978,929.3094630375936,-136.8173128494268,114.25643805826161,1000.3775816973279,-156.6914363308751,30.697207477952077,875.943909724032,-162.13629416624826,-4.256747864378951,807.8258920013863,-150.81447021419234,-26.123679848902043,849.8620119698625,-178.88263027059145,-39.411037443219925,760.3195833680356,63.046504883038324,254.78234559641834,731.0676745672017,60.22130938137684,147.67205722722713,523.0235060612276,36.56499205607031,99.03678951791477,416.5303214640278,40.11939751962859,102.17199327017323,314.28360932576874,16.329473609628167,85.03776676929135,164.92069889678635,14.70347027016146,50.518175998781686,160.86137119095062,30.635240041284305,61.87704692873598,78.42501184392444
